DRG Definition,Provider State, Average Covered Charges ,Average Medicare Payments
316 - FEVER,HI,29565.615167006337,14112.74477421171
316 - FEVER,KY,6541.7505257076955,12578.445908927302
314 - ABDOMINAL PAIN,KY,12666.5262851689,10386.03424058999
316 - FEVER,FL,27486.75530005949,4542.551491254126
315 - HEADACHE,NJ,31727.327942453237,10467.759569470532
313 - CHEST PAIN,SD,11678.076341879692,3671.4703249755194
316 - FEVER,NH,22947.86353761368,13623.589335254308
313 - CHEST PAIN,CT,45698.06464326286,8781.85602497037
314 - ABDOMINAL PAIN,KY,49950.46791707774,11369.673983709603
313 - CHEST PAIN,MA,49424.650467401356,3626.923964351568
314 - ABDOMINAL PAIN,KY,44675.35296290926,9410.981075073905
315 - HEADACHE,DE,22759.70395774756,6615.16077424035
314 - ABDOMINAL PAIN,TX,35895.84314336529,6419.6191888469475
314 - ABDOMINAL PAIN,IA,23746.65025028894,7675.87097643819
317 - BACK PAIN,VT,34183.71620708913,3007.673530326419
316 - FEVER,NE,18924.461193626747,8599.930580642082
316 - FEVER,NE,32279.101412464937,8838.80020329526
315 - HEADACHE,IA,28569.132344878246,13357.570990068769
315 - HEADACHE,DE,6101.611961593998,8382.30729458979
316 - FEVER,OH,40581.63066857512,7362.675526412074
317 - BACK PAIN,NE,5535.402451032002,14936.96461634956
316 - FEVER,WA,18192.01740139858,9854.559895229955
317 - BACK PAIN,MA,5266.5829454301065,8671.358503609674
315 - HEADACHE,AZ,21929.06359828392,8951.230014580553
313 - CHEST PAIN,CA,7842.223767386269,12710.17557010566
315 - HEADACHE,NE,46107.99350740585,7088.11642764193
315 - HEADACHE,ID,23705.568282329088,7669.925552231348
314 - ABDOMINAL PAIN,AK,25677.309868898454,12070.480312049584
314 - ABDOMINAL PAIN,IA,20743.26062408847,3875.804875365234
314 - ABDOMINAL PAIN,VA,33237.776939079486,13382.029897719103
314 - ABDOMINAL PAIN,NM,40298.36524781917,8162.432357615639
317 - BACK PAIN,AZ,34166.603437204,9975.515706067781
316 - FEVER,IL,38669.32032778074,12089.713911118022
313 - CHEST PAIN,NE,45768.81485791672,6192.623069272138
315 - HEADACHE,VA,43859.59392521429,13683.770499847813
317 - BACK PAIN,OH,35332.63037391631,14750.699667079329
313 - CHEST PAIN,IN,14658.708330699286,8931.292336873496
317 - BACK PAIN,IA,33696.628296886796,14243.24838039208
317 - BACK PAIN,MO,27773.73930832299,3013.543470323793
315 - HEADACHE,OK,37274.86539546891,13730.85395562634
316 - FEVER,VA,42481.92417768117,6732.543837015666
314 - ABDOMINAL PAIN,NE,38422.46737338878,6737.945096731223
316 - FEVER,MI,43095.25264825784,5737.066377239273
315 - HEADACHE,NH,7873.986800346073,6804.1668138108225
315 - HEADACHE,WY,6422.901720685878,5561.815004383621
315 - HEADACHE,PA,16632.525546481727,13870.429275719662
313 - CHEST PAIN,TN,45529.97378488828,13788.284726560398
316 - FEVER,AK,42064.666294278824,4226.53577904747
316 - FEVER,UT,35722.72840078903,4714.301146397909
317 - BACK PAIN,GA,36534.14003478722,13344.223668128
317 - BACK PAIN,MS,37700.17111661956,7787.253250472952
317 - BACK PAIN,KS,47417.12152181361,5031.260128071339
315 - HEADACHE,IN,42448.60185384009,9128.032829238808
316 - FEVER,MS,33052.567416217134,8000.01659904114
315 - HEADACHE,LA,34957.19458657132,5629.938644855582
313 - CHEST PAIN,WY,14618.311792750488,11649.026619331613
317 - BACK PAIN,AK,34579.34713203226,10575.471747992771
315 - HEADACHE,MA,24110.555558830634,4195.939362665287
315 - HEADACHE,MA,11883.284177258469,14104.64057190411
313 - CHEST PAIN,WV,41288.126866095845,9701.63958876083
314 - ABDOMINAL PAIN,AZ,27961.119491141555,6002.453844762502
316 - FEVER,IL,48984.12687602397,5475.501780868362
314 - ABDOMINAL PAIN,TN,17675.570951353624,4631.375776466419
317 - BACK PAIN,AK,26630.155053728453,8095.6488766842085
315 - HEADACHE,PA,25159.795460099067,4626.4921570900415
313 - CHEST PAIN,IA,10435.078509466042,7989.796951142714
313 - CHEST PAIN,KY,24175.187547385078,4785.245138809412
316 - FEVER,MD,17939.90553894162,10881.690258286671
314 - ABDOMINAL PAIN,OK,12214.421211512046,12422.904260236299
316 - FEVER,VA,17697.001281626268,9594.272970273105
315 - HEADACHE,WV,15496.32610698764,11160.682498258768
316 - FEVER,CT,38033.30889526451,14260.544845008731
313 - CHEST PAIN,IN,6384.883021662205,10660.458354847295
313 - CHEST PAIN,PA,32785.82365609496,7369.898378206592
317 - BACK PAIN,MN,39229.76039106229,8393.761904098987
317 - BACK PAIN,ME,26632.555541103793,13326.302712864444
315 - HEADACHE,IL,46920.42410035633,4568.643827401156
314 - ABDOMINAL PAIN,NM,36854.63128564409,6908.844269405192
316 - FEVER,TN,38656.564309013775,9927.360827645809
315 - HEADACHE,DE,13862.00693483916,11116.674832901213
317 - BACK PAIN,NC,39978.30091275831,12161.988905180464
316 - FEVER,WY,42444.26312374017,6818.481551953046
317 - BACK PAIN,MD,21256.987478269533,4750.309608109804
316 - FEVER,CT,14601.338061483706,14458.070516118718
314 - ABDOMINAL PAIN,MA,22327.28056416275,3916.7066055844734
315 - HEADACHE,NV,38282.35860500617,4149.664269442625
316 - FEVER,VT,23793.755264091622,8939.310502823626
313 - CHEST PAIN,RI,38149.33438511546,12831.25233772318
313 - CHEST PAIN,WY,10110.404343989194,12294.04927626392
316 - FEVER,DE,41270.526971981795,14252.391194329102
316 - FEVER,CO,16394.336673906084,4699.230907355861
316 - FEVER,ID,16201.804447156717,7508.727084749233
313 - CHEST PAIN,KS,31567.143434173733,6385.705544660521
313 - CHEST PAIN,AZ,8155.312058614534,13330.441482656064
316 - FEVER,CO,6183.397700810086,8860.255443374404
317 - BACK PAIN,MS,16746.289938205216,3322.175212987996
317 - BACK PAIN,RI,29213.039783067023,11495.572882060758
314 - ABDOMINAL PAIN,GA,45842.73738013522,7664.377173919231
315 - HEADACHE,KS,43089.58293382881,9373.761160452148
317 - BACK PAIN,AZ,27070.090696443895,13725.449124119976
313 - CHEST PAIN,NJ,6667.339716207174,6080.85329559374
317 - BACK PAIN,CT,29086.37305831891,5883.176107346126
314 - ABDOMINAL PAIN,LA,36715.8019966383,6158.310050161072
314 - ABDOMINAL PAIN,NE,20262.40396362652,7057.295895116433
315 - HEADACHE,MI,9997.848647674462,4288.247695753195
317 - BACK PAIN,FL,17535.557894254674,11366.635929703074
313 - CHEST PAIN,MI,39721.49890105163,5488.784613949639
313 - CHEST PAIN,ID,20805.972452749775,14113.74896724703
316 - FEVER,SC,41539.167080856954,5588.2357669184485
313 - CHEST PAIN,FL,19378.46533133641,6067.704351705301
315 - HEADACHE,UT,12359.976728621816,6564.242745729796
315 - HEADACHE,MO,24613.17617811237,12222.457164136991
313 - CHEST PAIN,OR,25352.35305301125,8131.277849304357
313 - CHEST PAIN,IA,5724.869834720163,12832.015488367424
316 - FEVER,IA,10267.028271784675,12418.244548269462
313 - CHEST PAIN,HI,13321.670844776785,14153.885073209598
316 - FEVER,IL,10111.42928204037,12079.249861248658
316 - FEVER,SC,20368.67339396137,3622.9340360287542
313 - CHEST PAIN,VA,48408.02850276581,13047.3752843887
314 - ABDOMINAL PAIN,WV,27915.01422471851,14256.871160464934
314 - ABDOMINAL PAIN,OK,33240.021074179094,14924.270310596028
316 - FEVER,TX,21037.39153353627,4503.211129589581
313 - CHEST PAIN,HI,19556.949273941573,10359.279231918415
314 - ABDOMINAL PAIN,LA,6041.604736175376,5393.503990609913
313 - CHEST PAIN,LA,27515.014505421008,6150.115690951188
313 - CHEST PAIN,AZ,26762.405303824984,11947.012058674296
313 - CHEST PAIN,NY,12102.382678150538,14732.012612388724
317 - BACK PAIN,AL,39394.580009301666,10138.266017556274
313 - CHEST PAIN,IL,27170.34486399513,13207.013637866969
317 - BACK PAIN,SD,20254.728657270796,3106.605645945935
316 - FEVER,CA,11610.900906031715,3439.579678195431
314 - ABDOMINAL PAIN,UT,29847.23721369556,10160.692047910361
314 - ABDOMINAL PAIN,IN,38876.76617399644,7667.797219205269
314 - ABDOMINAL PAIN,OK,17689.970870823723,13677.093779677847
314 - ABDOMINAL PAIN,UT,14845.745820952516,6623.782957028805
314 - ABDOMINAL PAIN,MI,28487.073382905965,8184.61233004857
314 - ABDOMINAL PAIN,MN,11990.448612950762,9334.910373978819
314 - ABDOMINAL PAIN,CA,34997.60239674282,6276.46599463497
316 - FEVER,ME,32240.46325749037,13901.938409439532
313 - CHEST PAIN,CO,8918.692231614288,8574.403015897165
315 - HEADACHE,MD,6643.417072161824,8089.867309428203
317 - BACK PAIN,AK,32912.98936648632,13197.036587211991
315 - HEADACHE,IL,18243.219829493333,6743.740819774782
315 - HEADACHE,LA,8890.058892802934,12809.584134131532
313 - CHEST PAIN,HI,39174.29172304189,4467.274232656194
313 - CHEST PAIN,OK,19131.980135793987,5193.462400378796
313 - CHEST PAIN,CT,25681.97973372006,14410.099994060816
314 - ABDOMINAL PAIN,FL,15656.581735419617,13109.369889692496
316 - FEVER,ID,33229.268526108404,7654.7868174768755
314 - ABDOMINAL PAIN,IL,18566.978690946176,10661.477384604354
316 - FEVER,GA,48560.94325524328,14315.64227317147
316 - FEVER,AK,36632.63968776079,5542.306834369011
315 - HEADACHE,FL,11152.50243680596,3708.125642676008
315 - HEADACHE,ID,23751.267785306005,9449.616774063663
316 - FEVER,PA,22343.949487844537,4711.162543963119
316 - FEVER,HI,29041.11998241724,5247.829112536501
314 - ABDOMINAL PAIN,MI,42886.8803515664,13698.470276778953
314 - ABDOMINAL PAIN,MA,31253.99068323508,3088.8415037386962
315 - HEADACHE,WY,7770.050491999968,12801.840317566423
313 - CHEST PAIN,FL,34493.706356128474,9203.409316027291
316 - FEVER,PA,5371.938407563628,9711.532651743604
314 - ABDOMINAL PAIN,NJ,40098.22072431769,11061.21552547635
315 - HEADACHE,UT,34998.62325850589,8177.339907696124
314 - ABDOMINAL PAIN,IL,18895.35462586637,4387.342658308977
316 - FEVER,IA,18159.88120652821,4233.842685657886
316 - FEVER,WY,40922.28484458375,12052.34639020731
317 - BACK PAIN,CA,40250.15113660792,5652.421719207419
313 - CHEST PAIN,MI,20853.605946954198,3337.2202034117304
317 - BACK PAIN,MN,18452.647763590114,14755.366669187293
315 - HEADACHE,MI,30192.115499725547,14764.698232328321
314 - ABDOMINAL PAIN,VA,5376.454699286488,7537.696048125358
315 - HEADACHE,CA,8720.016709394404,3306.2861346853583
316 - FEVER,NM,10677.631556693153,11727.175903112997
317 - BACK PAIN,SD,13343.531802222838,12972.144725828031
317 - BACK PAIN,MA,28040.81570039611,4500.164281389717
317 - BACK PAIN,MO,49650.88616875049,4625.503378910835
315 - HEADACHE,MS,34367.603078630906,12866.687996361487
316 - FEVER,DE,7758.445750215062,14062.888664582817
314 - ABDOMINAL PAIN,GA,28651.07183280088,12489.058040089794
314 - ABDOMINAL PAIN,AL,27349.0345575277,5408.939390034355
315 - HEADACHE,NE,11487.551711812226,7938.254633210651
317 - BACK PAIN,SC,46412.256596108346,10210.10911039097
313 - CHEST PAIN,SC,24834.436145391603,4923.521685849944
315 - HEADACHE,VA,49755.16132743828,5527.2299115901
315 - HEADACHE,MN,23903.253286347393,6394.63286482266
316 - FEVER,VA,32358.09662076242,9114.159243490038
314 - ABDOMINAL PAIN,HI,9714.314140314804,9129.65864613057
315 - HEADACHE,CT,25440.252071309114,12771.53423217063
315 - HEADACHE,LA,15744.4652301788,12036.122408251507
317 - BACK PAIN,CA,42600.415935705576,13964.828101319305
317 - BACK PAIN,SC,40276.3813190393,12994.820673895158
313 - CHEST PAIN,MO,42088.09998314113,6046.530579667857
316 - FEVER,HI,37562.42469910781,6975.561231647998
313 - CHEST PAIN,FL,42470.74506290231,9005.078923590405
317 - BACK PAIN,MI,14037.293757871439,3171.253614763735
314 - ABDOMINAL PAIN,CT,25341.969946091074,13846.824075404656
317 - BACK PAIN,MI,36133.10959756857,3532.1305507480706
316 - FEVER,SD,33682.662407081065,6869.295249799636
317 - BACK PAIN,MO,37235.951729333916,9830.09749435688
316 - FEVER,OH,15091.627241805427,9214.09666328239
316 - FEVER,ME,9429.561907024538,10853.518713910496
316 - FEVER,NH,46256.29601336494,9330.242103530509
316 - FEVER,NC,30207.73530053113,5748.017108436413
316 - FEVER,IL,11922.166602833493,5412.938253526463
314 - ABDOMINAL PAIN,WY,40704.64618493127,13886.964828905982
313 - CHEST PAIN,UT,46171.84714831771,6167.600840827111
315 - HEADACHE,NV,12630.358335699908,6371.726806554161
313 - CHEST PAIN,HI,41783.56048710997,7955.434753204135
316 - FEVER,WV,46995.127759360774,4673.259925799687
314 - ABDOMINAL PAIN,UT,47226.27201332078,9087.274133078885
317 - BACK PAIN,NC,46137.04077440755,10980.381140425576
314 - ABDOMINAL PAIN,UT,29588.945556204624,12432.005904928403
316 - FEVER,NE,21029.509276424116,11537.450902370749
314 - ABDOMINAL PAIN,MT,5327.276346230418,4771.631568963165
314 - ABDOMINAL PAIN,ID,7741.050209218719,8472.805739651089
316 - FEVER,MS,24297.75568838258,3463.034409698141
314 - ABDOMINAL PAIN,OK,22969.676587617963,3213.5759606513916
315 - HEADACHE,TN,13312.125930644745,8281.565019285608
315 - HEADACHE,MS,22796.601261424556,6035.525933491548
314 - ABDOMINAL PAIN,NJ,12859.252945491564,11200.329538480353
317 - BACK PAIN,NY,43195.60637491282,11690.88944176095
316 - FEVER,DE,18418.76950440195,13744.844694699068
315 - HEADACHE,TN,31935.39575712395,12128.190162468465
317 - BACK PAIN,OH,27627.937789958905,3578.9294776385004
314 - ABDOMINAL PAIN,MI,7334.693491729649,7459.476124293212
317 - BACK PAIN,AK,47400.51737710248,6276.280221025465
313 - CHEST PAIN,ME,28725.16902127175,7633.5893979259345
315 - HEADACHE,WI,19627.593952631687,4920.907907624419
314 - ABDOMINAL PAIN,OH,12115.69563348807,4172.4492442871215
316 - FEVER,RI,20233.698562707606,9251.814510100809
314 - ABDOMINAL PAIN,OK,5923.0221360525275,11644.575730396733
316 - FEVER,MA,21360.1169906734,11422.930823183315
314 - ABDOMINAL PAIN,OR,28916.866728702717,8411.331866114726
317 - BACK PAIN,CA,44233.981063292515,9267.347835467353
317 - BACK PAIN,ME,35931.8487964009,9195.944670103698
317 - BACK PAIN,WV,10021.204090995863,11298.844533216674
313 - CHEST PAIN,MO,11648.58459970825,3575.102111472289
316 - FEVER,FL,24265.551551826862,11518.753306454686
317 - BACK PAIN,NM,13806.848823745453,9986.41080908745
313 - CHEST PAIN,VA,6253.239991224009,5377.30457605889
316 - FEVER,HI,41225.66960531316,3588.706244955174
314 - ABDOMINAL PAIN,MS,5878.515681409735,4302.333486694661
313 - CHEST PAIN,AZ,42381.032233910635,9296.296097031236
315 - HEADACHE,ID,11484.67833648347,12100.902361095394
313 - CHEST PAIN,AK,48860.528486320225,7015.887445494014
313 - CHEST PAIN,NE,32174.326032178553,7549.48692846266
316 - FEVER,PA,38074.23372334529,14209.75698055335
314 - ABDOMINAL PAIN,OH,9971.76325856292,5556.157008390912
315 - HEADACHE,WI,43794.683305316605,4244.993094904219
317 - BACK PAIN,IN,42763.65542921923,7120.921365600216
317 - BACK PAIN,TN,34384.67291937729,11951.065433907284
313 - CHEST PAIN,MT,27602.36890679243,10512.927492673582
316 - FEVER,CA,37467.01279092526,7989.545272434831
316 - FEVER,UT,5266.769690159517,14577.030393981966
317 - BACK PAIN,MD,31659.833992930675,11819.95725953488
315 - HEADACHE,ME,43133.27607181564,3742.3370925995255
314 - ABDOMINAL PAIN,RI,21060.494922863967,11935.57732624858
315 - HEADACHE,NM,9873.021041731257,3288.4626708703004
314 - ABDOMINAL PAIN,MD,23939.476238444277,10803.879877408865
317 - BACK PAIN,MS,37719.700207632806,5525.794035511904
314 - ABDOMINAL PAIN,KY,9828.554466680263,11357.306508450692
316 - FEVER,AL,14272.18520958005,6717.354799773554
313 - CHEST PAIN,IL,11639.833107291497,13476.07569546678
313 - CHEST PAIN,MO,40862.64900088512,7042.966039097526
317 - BACK PAIN,OK,7830.168010361907,10436.350264851564
316 - FEVER,FL,35896.39259514948,6431.130715847859
315 - HEADACHE,ME,21490.56143389361,14006.65854170614
316 - FEVER,WY,39010.6059298386,12371.951772338069
313 - CHEST PAIN,CO,48397.253845281695,5919.634516135237
313 - CHEST PAIN,NE,10154.538481391704,14385.560550703914
316 - FEVER,NM,19147.32684803563,7285.891074914739
316 - FEVER,IN,41455.644247348566,10822.37937200625
313 - CHEST PAIN,MD,16977.12737230294,11914.238773372757
315 - HEADACHE,NJ,14680.426867071841,3274.8259375789476
317 - BACK PAIN,AZ,42142.009004103726,14507.608153886955
317 - BACK PAIN,NE,49418.70638026866,7133.295673048378
316 - FEVER,TN,30059.62655665846,5277.34672117469
317 - BACK PAIN,IL,17512.193675000264,13208.493500741977
313 - CHEST PAIN,AK,22935.46827200243,11434.791393880972
313 - CHEST PAIN,ID,12655.864732262406,4040.919271480231
316 - FEVER,VA,39284.92755008386,4404.534976521234
316 - FEVER,NH,39806.33080202455,11582.302447843787
316 - FEVER,ME,44380.44465721225,3897.3990715090076
315 - HEADACHE,IN,6197.1153618453745,14006.10522148878
317 - BACK PAIN,RI,30289.160373187067,11898.481643371599
316 - FEVER,MN,14641.494545443298,7025.906471603866
314 - ABDOMINAL PAIN,IL,20339.73569715607,7355.265350704059
314 - ABDOMINAL PAIN,AK,40323.00268789284,9077.953154449217
313 - CHEST PAIN,RI,13641.514356267327,7331.632963782482
317 - BACK PAIN,DE,33725.37877614904,12401.622617259789
316 - FEVER,NE,34455.478605061915,14696.843329219388
314 - ABDOMINAL PAIN,NE,47934.22617060353,10014.258185258317
317 - BACK PAIN,MO,39882.241783802165,8352.447932010346
313 - CHEST PAIN,IL,41163.58162191621,5673.289683218606
315 - HEADACHE,KY,28922.033705805206,10841.201030973603
317 - BACK PAIN,MS,13405.13632230668,11226.922341784766
317 - BACK PAIN,TN,24150.35145732582,11222.287284172366
315 - HEADACHE,GA,29727.030808031916,3323.820430421908
317 - BACK PAIN,NC,35528.86632711705,13789.465207925652
313 - CHEST PAIN,KS,32346.910032436725,7057.27876115012
313 - CHEST PAIN,RI,22729.00230127596,11929.989149779309
315 - HEADACHE,IN,16939.08981481286,12117.682885203838
316 - FEVER,CO,12570.38794416574,10806.659745746874
314 - ABDOMINAL PAIN,ID,36223.04238225198,7738.398277731506
316 - FEVER,HI,34042.940344061826,10300.610601798307
317 - BACK PAIN,IN,35931.7609591013,3482.3842950945186
314 - ABDOMINAL PAIN,TX,21763.73537612577,12142.749506254875
315 - HEADACHE,WV,16808.352015683526,4195.0637799400665
315 - HEADACHE,CA,39187.45979064164,7761.011109595221
314 - ABDOMINAL PAIN,KS,39814.132777490035,4243.425451979599
313 - CHEST PAIN,UT,25502.736828507826,13044.893349829134
314 - ABDOMINAL PAIN,DE,32535.683814529588,9603.628721231511
317 - BACK PAIN,TN,21808.384890428355,11291.461442031268
313 - CHEST PAIN,NH,36587.624005391306,11190.986038111356
315 - HEADACHE,NC,42607.47184915421,13099.274779902053
314 - ABDOMINAL PAIN,OR,35970.497480104226,4590.8328401416165
316 - FEVER,KS,28066.218208121143,10916.73768485861
316 - FEVER,WY,25639.608177156664,9901.60865284389
317 - BACK PAIN,PA,33904.38429390849,3370.7654708557848
316 - FEVER,MI,35591.49012205986,5417.074905873631
314 - ABDOMINAL PAIN,CT,30142.824958604255,6210.85849653865
314 - ABDOMINAL PAIN,AL,33122.40237983277,3870.676505149994
316 - FEVER,CA,9346.490712253952,7256.637670785618
314 - ABDOMINAL PAIN,ID,47829.448226404704,3326.4301045857082
317 - BACK PAIN,VA,40584.78786794153,9638.201907092754
313 - CHEST PAIN,NE,21826.754136805273,5538.011526957447
317 - BACK PAIN,RI,30326.56749291335,6444.037266110383
317 - BACK PAIN,MS,7129.603856138961,13925.659514055409
314 - ABDOMINAL PAIN,NJ,6855.251629957717,9033.802189482305
313 - CHEST PAIN,MI,16285.925080038322,6228.167174932991
314 - ABDOMINAL PAIN,WY,36036.57390640805,10181.541098976795
315 - HEADACHE,WA,43346.64865100053,5420.057218409947
314 - ABDOMINAL PAIN,WA,30163.364599093176,3892.7482291702186
314 - ABDOMINAL PAIN,AZ,28945.973281205857,3250.876252803224
314 - ABDOMINAL PAIN,NV,23103.929020615968,14418.348544515075
313 - CHEST PAIN,SD,12271.908018110953,11695.329889717395
314 - ABDOMINAL PAIN,TN,10325.934559696438,12599.377779508588
313 - CHEST PAIN,IN,39230.58925494347,14771.012738145982
316 - FEVER,MS,46737.6598083459,14179.544440961274
315 - HEADACHE,KY,25622.74473738229,11842.958383650192
313 - CHEST PAIN,NM,34675.054642203715,11327.844837831832
316 - FEVER,CA,46150.59428964236,7042.19996322452
313 - CHEST PAIN,TN,9055.113482036504,4248.207021541226
313 - CHEST PAIN,KY,39671.66539035634,9884.670580410911
315 - HEADACHE,NY,32756.759796900882,9915.039541063106
317 - BACK PAIN,UT,31938.67304734376,14426.847424988928
317 - BACK PAIN,MT,18164.319281670643,8310.849679940511
313 - CHEST PAIN,VA,35775.200964995456,11289.69149167282
314 - ABDOMINAL PAIN,IL,40765.89896693495,9899.647528760663
316 - FEVER,NE,10078.617422466372,5121.122749212591
